region,YEAR.x,STATE_CODE.x,DD,T_YEAR,YEAR.y,STATE_CODE.y,race,MEM_,OSS_,pct_
alabama,2022,AL,0,2023,1972,AL,AI,370,5,1.35135138034821
alabama,2022,AL,0,2023,1972,AL,AS,390,0,
alabama,2022,AL,0,2023,1972,AL,BL,262145,10625,4.0531005859375
alabama,2022,AL,0,2023,1972,AL,HI,400,5,1.25
alabama,2022,AL,0,2023,1972,AL,HP,0,0,
alabama,2022,AL,0,2023,1972,AL,MR,0,0,
alabama,2022,AL,0,2023,1972,AL,WH,504700,9450,1.87239944934845
alabama,2022,AL,0,2023,1972,AL,total,768005,20085,2.61521744728088
alabama,2022,AL,0,2023,1974,AL,AI,615,10,1.62601625919342
alabama,2022,AL,0,2023,1974,AL,AS,485,5,1.03092777729034
alabama,2022,AL,0,2023,1974,AL,BL,256100,10655,4.16048431396484
alabama,2022,AL,0,2023,1974,AL,HI,390,5,1.28205132484436
alabama,2022,AL,0,2023,1974,AL,HP,0,0,
alabama,2022,AL,0,2023,1974,AL,MR,0,0,
alabama,2022,AL,0,2023,1974,AL,WH,500125,9955,1.99050235748291
alabama,2022,AL,0,2023,1974,AL,total,757715,20630,2.72265958786011
alabama,2022,AL,0,2023,1976,AL,AI,1040,20,1.92307686805725
alabama,2022,AL,0,2023,1976,AL,AS,995,10,1.00502514839172
alabama,2022,AL,0,2023,1976,AL,BL,256420,12125,4.72857046127319
alabama,2022,AL,0,2023,1976,AL,HI,415,10,2.40963864326477
alabama,2022,AL,0,2023,1976,AL,HP,0,0,
alabama,2022,AL,0,2023,1976,AL,MR,0,0,
alabama,2022,AL,0,2023,1976,AL,WH,499035,11395,2.28340697288513
alabama,2022,AL,0,2023,1976,AL,total,757910,23565,3.10920810699463
alabama,2022,AL,0,2023,1978,AL,AI,840,15,1.78571426868439
alabama,2022,AL,0,2023,1978,AL,AS,1115,15,1.34529149532318
alabama,2022,AL,0,2023,1978,AL,BL,257990,13015,5.04476928710938
alabama,2022,AL,0,2023,1978,AL,HI,500,15,3
alabama,2022,AL,0,2023,1978,AL,HP,0,0,
alabama,2022,AL,0,2023,1978,AL,MR,0,0,
alabama,2022,AL,0,2023,1978,AL,WH,501480,12590,2.51056861877441
alabama,2022,AL,0,2023,1978,AL,total,761930,25650,3.36645102500916
alabama,2022,AL,0,2023,1980,AL,AI,1230,15,1.21951222419739
alabama,2022,AL,0,2023,1980,AL,AS,1325,5,0.377358496189117
alabama,2022,AL,0,2023,1980,AL,BL,225225,12860,5.70984554290772
alabama,2022,AL,0,2023,1980,AL,HI,490,10,2.04081630706787
alabama,2022,AL,0,2023,1980,AL,HP,0,0,
alabama,2022,AL,0,2023,1980,AL,MR,0,0,
alabama,2022,AL,0,2023,1980,AL,WH,387995,13700,3.53097343444824
alabama,2022,AL,0,2023,1980,AL,total,616265,26585,4.31389093399048
alabama,2022,AL,0,2023,1982,AL,AI,2385,20,0.838574409484863
alabama,2022,AL,0,2023,1982,AL,AS,2105,20,0.950118780136108
alabama,2022,AL,0,2023,1982,AL,BL,251420,14960,5.95020294189453
alabama,2022,AL,0,2023,1982,AL,HI,560,15,2.67857146263123
alabama,2022,AL,0,2023,1982,AL,HP,0,0,
alabama,2022,AL,0,2023,1982,AL,MR,0,0,
alabama,2022,AL,0,2023,1982,AL,WH,464210,14890,3.20760011672974
alabama,2022,AL,0,2023,1982,AL,total,720680,29905,4.1495532989502
alabama,2022,AL,0,2023,1984,AL,AI,2370,25,1.05485236644745
alabama,2022,AL,0,2023,1984,AL,AS,1725,10,0.579710125923157
alabama,2022,AL,0,2023,1984,AL,BL,171710,9925,5.78009414672852
alabama,2022,AL,0,2023,1984,AL,HI,505,10,1.98019802570343
alabama,2022,AL,0,2023,1984,AL,HP,0,0,
alabama,2022,AL,0,2023,1984,AL,MR,0,0,
alabama,2022,AL,0,2023,1984,AL,WH,233895,8995,3.84574270248413
alabama,2022,AL,0,2023,1984,AL,total,410200,18970,4.62457323074341
alabama,2022,AL,0,2023,1986,AL,AI,2665,30,1.12570357322693
alabama,2022,AL,0,2023,1986,AL,AS,2250,50,2.22222232818604
alabama,2022,AL,0,2023,1986,AL,BL,167370,13005,7.77020978927612
alabama,2022,AL,0,2023,1986,AL,HI,635,15,2.36220479011536
alabama,2022,AL,0,2023,1986,AL,HP,0,0,
alabama,2022,AL,0,2023,1986,AL,MR,0,0,
alabama,2022,AL,0,2023,1986,AL,WH,272790,12010,4.40265417098999
alabama,2022,AL,0,2023,1986,AL,total,445710,25110,5.63370800018311
alabama,2022,AL,0,2023,1988,AL,AI,3725,30,0.805369138717651
alabama,2022,AL,0,2023,1988,AL,AS,2755,60,2.17785835266113
alabama,2022,AL,0,2023,1988,AL,BL,168990,15690,9.28457260131836
alabama,2022,AL,0,2023,1988,AL,HI,950,15,1.57894742488861
alabama,2022,AL,0,2023,1988,AL,HP,0,0,
alabama,2022,AL,0,2023,1988,AL,MR,0,0,
alabama,2022,AL,0,2023,1988,AL,WH,288725,13165,4.55970191955566
alabama,2022,AL,0,2023,1988,AL,total,465140,28955,6.2250075340271
alabama,2022,AL,0,2023,1990,AL,AI,5600,75,1.33928573131561
alabama,2022,AL,0,2023,1990,AL,AS,2110,30,1.42180097103119
alabama,2022,AL,0,2023,1990,AL,BL,195145,17270,8.84982967376709
alabama,2022,AL,0,2023,1990,AL,HI,1015,20,1.97044336795807
alabama,2022,AL,0,2023,1990,AL,HP,0,0,
alabama,2022,AL,0,2023,1990,AL,MR,0,0,
alabama,2022,AL,0,2023,1990,AL,WH,343580,13115,3.8171603679657
alabama,2022,AL,0,2023,1990,AL,total,547445,30510,5.57316255569458
alabama,2022,AL,0,2023,1992,AL,AI,4815,115,2.3883695602417
alabama,2022,AL,0,2023,1992,AL,AS,3110,45,1.44694530963898
alabama,2022,AL,0,2023,1992,AL,BL,193665,23895,12.3383159637451
alabama,2022,AL,0,2023,1992,AL,HI,1425,40,2.80701756477356
alabama,2022,AL,0,2023,1992,AL,HP,0,0,
alabama,2022,AL,0,2023,1992,AL,MR,0,0,
alabama,2022,AL,0,2023,1992,AL,WH,325075,12835,3.94831967353821
alabama,2022,AL,0,2023,1992,AL,total,528085,36930,6.99319219589233
alabama,2022,AL,0,2023,1994,AL,AI,5790,255,4.40414524078369
alabama,2022,AL,0,2023,1994,AL,AS,4225,105,2.48520708084106
alabama,2022,AL,0,2023,1994,AL,BL,228700,35760,15.6362047195435
alabama,2022,AL,0,2023,1994,AL,HI,2635,115,4.36432647705078
alabama,2022,AL,0,2023,1994,AL,HP,0,0,
alabama,2022,AL,0,2023,1994,AL,MR,0,0,
alabama,2022,AL,0,2023,1994,AL,WH,379785,19270,5.07392358779907
alabama,2022,AL,0,2023,1994,AL,total,621140,55505,8.9359884262085
alabama,2022,AL,0,2023,1996,AL,AI,2420,510,21.0743808746338
alabama,2022,AL,0,2023,1996,AL,AS,3465,125,3.60750365257263
alabama,2022,AL,0,2023,1996,AL,BL,180205,33570,18.6287841796875
alabama,2022,AL,0,2023,1996,AL,HI,3015,170,5.6384744644165
alabama,2022,AL,0,2023,1996,AL,HP,0,0,
alabama,2022,AL,0,2023,1996,AL,MR,0,0,
alabama,2022,AL,0,2023,1996,AL,WH,255750,18025,7.0478982925415
alabama,2022,AL,0,2023,1996,AL,total,444855,52400,11.7791194915771
alabama,2022,AL,0,2023,1998,AL,AI,5515,210,3.80779695510864
alabama,2022,AL,0,2023,1998,AL,AS,4455,95,2.13243556022644
alabama,2022,AL,0,2023,1998,AL,BL,222040,30450,13.7137451171875
alabama,2022,AL,0,2023,1998,AL,HI,6320,240,3.79746842384338
alabama,2022,AL,0,2023,1998,AL,HP,0,0,
alabama,2022,AL,0,2023,1998,AL,MR,0,0,
alabama,2022,AL,0,2023,1998,AL,WH,410000,21630,5.27560997009277
alabama,2022,AL,0,2023,1998,AL,total,648330,52625,8.11700820922852
alabama,2022,AL,0,2023,2000,AL,AI,5215,160,3.06807279586792
alabama,2022,AL,0,2023,2000,AL,AS,5360,215,4.01119422912598
alabama,2022,AL,0,2023,2000,AL,BL,261425,33910,12.9712152481079
alabama,2022,AL,0,2023,2000,AL,HI,9330,310,3.32261514663696
alabama,2022,AL,0,2023,2000,AL,HP,0,0,
alabama,2022,AL,0,2023,2000,AL,MR,0,0,
alabama,2022,AL,0,2023,2000,AL,WH,441795,22675,5.13247108459473
alabama,2022,AL,0,2023,2000,AL,total,723125,57275,7.92048406600952
alabama,2022,AL,0,2023,2002,AL,AI,5295,210,3.96600556373596
alabama,2022,AL,0,2023,2002,AL,AS,6090,260,4.26929378509522
alabama,2022,AL,0,2023,2002,AL,BL,241565,36350,15.0477094650269
alabama,2022,AL,0,2023,2002,AL,HI,12035,400,3.32363939285278
alabama,2022,AL,0,2023,2002,AL,HP,0,0,
alabama,2022,AL,0,2023,2002,AL,MR,0,0,
alabama,2022,AL,0,2023,2002,AL,WH,418805,24705,5.89892673492432
alabama,2022,AL,0,2023,2002,AL,total,683795,61920,9.05534553527832
alabama,2022,AL,0,2023,2004,AL,AI,5575,245,4.39461898803711
alabama,2022,AL,0,2023,2004,AL,AS,6505,260,3.99692535400391
alabama,2022,AL,0,2023,2004,AL,BL,236880,45640,19.2671394348145
alabama,2022,AL,0,2023,2004,AL,HI,16590,735,4.43037986755371
alabama,2022,AL,0,2023,2004,AL,HP,0,0,
alabama,2022,AL,0,2023,2004,AL,MR,0,0,
alabama,2022,AL,0,2023,2004,AL,WH,399850,22880,5.72214603424072
alabama,2022,AL,0,2023,2004,AL,total,665400,69760,10.4839191436768
alabama,2022,AL,0,2023,2006,AL,AI,6150,330,5.36585378646851
alabama,2022,AL,0,2023,2006,AL,AS,7640,280,3.6649215221405
alabama,2022,AL,0,2023,2006,AL,BL,237100,47100,19.8650360107422
alabama,2022,AL,0,2023,2006,AL,HI,21490,1320,6.14239168167114
alabama,2022,AL,0,2023,2006,AL,HP,0,0,
alabama,2022,AL,0,2023,2006,AL,MR,0,0,
alabama,2022,AL,0,2023,2006,AL,WH,414185,24905,6.01301336288452
alabama,2022,AL,0,2023,2006,AL,total,686570,73940,10.769476890564
alabama,2022,AL,0,2023,2010,AL,AI,6105,380,6.22440624237061
alabama,2022,AL,0,2023,2010,AL,AS,8785,170,1.93511664867401
alabama,2022,AL,0,2023,2010,AL,BL,247835,41890,16.9023742675781
alabama,2022,AL,0,2023,2010,AL,HI,30570,1615,5.28295707702637
alabama,2022,AL,0,2023,2010,AL,HP,15,0,
alabama,2022,AL,0,2023,2010,AL,MR,825,35,4.24242401123047
alabama,2022,AL,0,2023,2010,AL,WH,422585,24205,5.72784185409546
alabama,2022,AL,0,2023,2010,AL,total,716720,68290,9.52812767028809
alabama,2022,AL,0,2023,2012,AL,AI,6695,535,7.99103832244873
alabama,2022,AL,0,2023,2012,AL,AS,10120,295,2.91501975059509
alabama,2022,AL,0,2023,2012,AL,BL,255605,47540,18.5990104675293
alabama,2022,AL,0,2023,2012,AL,HI,34655,1690,4.87664127349854
alabama,2022,AL,0,2023,2012,AL,HP,660,40,6.06060600280762
alabama,2022,AL,0,2023,2012,AL,MR,7690,745,9.68790626525879
alabama,2022,AL,0,2023,2012,AL,WH,432320,24645,5.70063829421997
alabama,2022,AL,0,2023,2012,AL,total,747745,75490,10.0956878662109
alabama,2022,AL,0,2023,2014,AL,AI,6955,360,5.17613220214844
alabama,2022,AL,0,2023,2014,AL,AS,10300,245,2.37864089012146
alabama,2022,AL,0,2023,2014,AL,BL,248555,38550,15.5096454620361
alabama,2022,AL,0,2023,2014,AL,HI,41135,1570,3.81670117378235
alabama,2022,AL,0,2023,2014,AL,HP,930,45,4.83870983123779
alabama,2022,AL,0,2023,2014,AL,MR,12740,1075,8.43799018859863
alabama,2022,AL,0,2023,2014,AL,WH,421990,19905,4.71693658828735
alabama,2022,AL,0,2023,2014,AL,total,742605,61755,8.31599617004395
alabama,2022,AL,0,2023,2018,AL,AI,8820,385,4.36507940292358
alabama,2022,AL,0,2023,2018,AL,AS,11255,165,1.46601510047913
alabama,2022,AL,0,2023,2018,AL,BL,243515,34950,14.3522987365723
alabama,2022,AL,0,2023,2018,AL,HI,57545,1515,2.63272213935852
alabama,2022,AL,0,2023,2018,AL,HP,1000,50,5
alabama,2022,AL,0,2023,2018,AL,MR,15620,480,3.0729832649231
alabama,2022,AL,0,2023,2018,AL,WH,405225,16245,4.00888395309448
alabama,2022,AL,0,2023,2018,AL,total,742980,53785,7.23909139633179
alabama,2022,AL,0,2023,2020,AL,AI,8760,235,2.68264842033386
alabama,2022,AL,0,2023,2020,AL,AS,11645,85,0.729927003383637
alabama,2022,AL,0,2023,2020,AL,BL,237385,13550,5.70802688598633
alabama,2022,AL,0,2023,2020,AL,HI,66565,975,1.46473371982574
alabama,2022,AL,0,2023,2020,AL,HP,1215,15,1.23456788063049
alabama,2022,AL,0,2023,2020,AL,MR,15470,320,2.06851983070374
alabama,2022,AL,0,2023,2020,AL,WH,392445,9600,2.44620275497437
alabama,2022,AL,0,2023,2020,AL,total,733480,24780,3.37841510772705
arizona,2022,AZ,0,2023,1972,AZ,AI,15305,285,1.86213660240173
arizona,2022,AZ,0,2023,1972,AZ,AS,1925,10,0.519480526447296
arizona,2022,AZ,0,2023,1972,AZ,BL,16860,205,1.215895652771
arizona,2022,AZ,0,2023,1972,AZ,HI,77465,580,0.748725235462189
arizona,2022,AZ,0,2023,1972,AZ,HP,0,0,
arizona,2022,AZ,0,2023,1972,AZ,MR,0,0,
arizona,2022,AZ,0,2023,1972,AZ,WH,212130,1605,0.756611526012421
arizona,2022,AZ,0,2023,1972,AZ,total,323680,2685,0.829522967338562
arizona,2022,AZ,0,2023,1974,AZ,AI,13905,255,1.83387267589569
arizona,2022,AZ,0,2023,1974,AZ,AS,1750,15,0.857142865657806
arizona,2022,AZ,0,2023,1974,AZ,BL,14750,435,2.94915246963501
arizona,2022,AZ,0,2023,1974,AZ,HI,54590,730,1.33724129199982
arizona,2022,AZ,0,2023,1974,AZ,HP,0,0,
arizona,2022,AZ,0,2023,1974,AZ,MR,0,0,
arizona,2022,AZ,0,2023,1974,AZ,WH,193540,2440,1.26072132587433
arizona,2022,AZ,0,2023,1974,AZ,total,278535,3875,1.39120757579803
arizona,2022,AZ,0,2023,1976,AZ,AI,30805,385,1.24979710578918
arizona,2022,AZ,0,2023,1976,AZ,AS,3745,20,0.534045398235321
arizona,2022,AZ,0,2023,1976,AZ,BL,18245,930,5.09728670120239
arizona,2022,AZ,0,2023,1976,AZ,HI,101885,1280,1.25631844997406
arizona,2022,AZ,0,2023,1976,AZ,HP,0,0,
arizona,2022,AZ,0,2023,1976,AZ,MR,0,0,
arizona,2022,AZ,0,2023,1976,AZ,WH,337270,3345,0.991787016391754
arizona,2022,AZ,0,2023,1976,AZ,total,491945,5960,1.21151757240295
arizona,2022,AZ,0,2023,1978,AZ,AI,27410,515,1.87887632846832
arizona,2022,AZ,0,2023,1978,AZ,AS,3410,35,1.02639293670654
arizona,2022,AZ,0,2023,1978,AZ,BL,16470,920,5.58591365814209
arizona,2022,AZ,0,2023,1978,AZ,HI,79585,1855,2.3308413028717
arizona,2022,AZ,0,2023,1978,AZ,HP,0,0,
arizona,2022,AZ,0,2023,1978,AZ,MR,0,0,
arizona,2022,AZ,0,2023,1978,AZ,WH,249760,5725,2.29220056533814
arizona,2022,AZ,0,2023,1978,AZ,total,376630,9045,2.40156126022339
arizona,2022,AZ,0,2023,1980,AZ,AI,11175,375,3.35570478439331
arizona,2022,AZ,0,2023,1980,AZ,AS,4100,45,1.09756100177765
arizona,2022,AZ,0,2023,1980,AZ,BL,15710,1325,8.43411827087402
arizona,2022,AZ,0,2023,1980,AZ,HI,71660,3205,4.47250890731812
arizona,2022,AZ,0,2023,1980,AZ,HP,0,0,
arizona,2022,AZ,0,2023,1980,AZ,MR,0,0,
arizona,2022,AZ,0,2023,1980,AZ,WH,241950,8360,3.45525932312012
arizona,2022,AZ,0,2023,1980,AZ,total,344590,13310,3.86256122589111
arizona,2022,AZ,0,2023,1982,AZ,AI,4810,195,4.05405426025391
arizona,2022,AZ,0,2023,1982,AZ,AS,3105,50,1.6103059053421
arizona,2022,AZ,0,2023,1982,AZ,BL,11525,975,8.45986938476563
arizona,2022,AZ,0,2023,1982,AZ,HI,45875,2195,4.78474092483521
arizona,2022,AZ,0,2023,1982,AZ,HP,0,0,
arizona,2022,AZ,0,2023,1982,AZ,MR,0,0,
arizona,2022,AZ,0,2023,1982,AZ,WH,146020,4400,3.01328587532043
arizona,2022,AZ,0,2023,1982,AZ,total,211340,7820,3.70019865036011
arizona,2022,AZ,0,2023,1984,AZ,AI,17185,720,4.18970012664795
arizona,2022,AZ,0,2023,1984,AZ,AS,4435,95,2.14205193519592
arizona,2022,AZ,0,2023,1984,AZ,BL,15770,1930,12.2384271621704
arizona,2022,AZ,0,2023,1984,AZ,HI,87095,5010,5.75233936309815
arizona,2022,AZ,0,2023,1984,AZ,HP,0,0,
arizona,2022,AZ,0,2023,1984,AZ,MR,0,0,
arizona,2022,AZ,0,2023,1984,AZ,WH,212600,8245,3.8781750202179
arizona,2022,AZ,0,2023,1984,AZ,total,337090,16000,4.746506690979
arizona,2022,AZ,0,2023,1986,AZ,AI,31920,1555,4.87155389785767
arizona,2022,AZ,0,2023,1986,AZ,AS,6420,115,1.79127728939056
arizona,2022,AZ,0,2023,1986,AZ,BL,19950,1535,7.69423580169678
arizona,2022,AZ,0,2023,1986,AZ,HI,103925,4590,4.4166464805603
arizona,2022,AZ,0,2023,1986,AZ,HP,0,0,
arizona,2022,AZ,0,2023,1986,AZ,MR,0,0,
arizona,2022,AZ,0,2023,1986,AZ,WH,286885,10370,3.61468887329102
arizona,2022,AZ,0,2023,1986,AZ,total,449095,18165,4.04480123519897
arizona,2022,AZ,0,2023,1988,AZ,AI,31160,1205,3.86713743209839
arizona,2022,AZ,0,2023,1988,AZ,AS,7425,100,1.34680140018463
arizona,2022,AZ,0,2023,1988,AZ,BL,17410,960,5.51407241821289
arizona,2022,AZ,0,2023,1988,AZ,HI,105835,3080,2.91019034385681
arizona,2022,AZ,0,2023,1988,AZ,HP,0,0,
arizona,2022,AZ,0,2023,1988,AZ,MR,0,0,
arizona,2022,AZ,0,2023,1988,AZ,WH,309380,7920,2.55995869636536
arizona,2022,AZ,0,2023,1988,AZ,total,471210,13270,2.81615424156189
arizona,2022,AZ,0,2023,1990,AZ,AI,23255,785,3.37561821937561
arizona,2022,AZ,0,2023,1990,AZ,AS,6765,130,1.92165553569794
arizona,2022,AZ,0,2023,1990,AZ,BL,17225,1065,6.18287372589111
arizona,2022,AZ,0,2023,1990,AZ,HI,97565,3660,3.75134515762329
arizona,2022,AZ,0,2023,1990,AZ,HP,0,0,
arizona,2022,AZ,0,2023,1990,AZ,MR,0,0,
arizona,2022,AZ,0,2023,1990,AZ,WH,267910,8490,3.16897463798523
arizona,2022,AZ,0,2023,1990,AZ,total,412725,14130,3.42358708381653
arizona,2022,AZ,0,2023,1992,AZ,AI,33490,1705,5.09107208251953
arizona,2022,AZ,0,2023,1992,AZ,AS,9425,250,2.65251994132996
arizona,2022,AZ,0,2023,1992,AZ,BL,20800,1970,9.47115421295166
arizona,2022,AZ,0,2023,1992,AZ,HI,132190,8735,6.60791301727295
arizona,2022,AZ,0,2023,1992,AZ,HP,0,0,
arizona,2022,AZ,0,2023,1992,AZ,MR,0,0,
arizona,2022,AZ,0,2023,1992,AZ,WH,330615,14220,4.30107545852661
arizona,2022,AZ,0,2023,1992,AZ,total,526520,26875,5.10426950454712
arizona,2022,AZ,0,2023,1994,AZ,AI,16475,1300,7.89074373245239
arizona,2022,AZ,0,2023,1994,AZ,AS,6695,200,2.98730397224426
arizona,2022,AZ,0,2023,1994,AZ,BL,17555,2035,11.5921392440796
arizona,2022,AZ,0,2023,1994,AZ,HI,105660,8035,7.60458087921143
arizona,2022,AZ,0,2023,1994,AZ,HP,0,0,
arizona,2022,AZ,0,2023,1994,AZ,MR,0,0,
arizona,2022,AZ,0,2023,1994,AZ,WH,221275,11190,5.05705547332764
arizona,2022,AZ,0,2023,1994,AZ,total,367660,22760,6.19050216674805
arizona,2022,AZ,0,2023,1996,AZ,AI,21560,2720,12.6159553527832
arizona,2022,AZ,0,2023,1996,AZ,AS,9645,355,3.68066358566284
arizona,2022,AZ,0,2023,1996,AZ,BL,20725,2240,10.8082027435303
arizona,2022,AZ,0,2023,1996,AZ,HI,134440,10065,7.48661088943481
arizona,2022,AZ,0,2023,1996,AZ,HP,0,0,
arizona,2022,AZ,0,2023,1996,AZ,MR,0,0,
arizona,2022,AZ,0,2023,1996,AZ,WH,281655,16595,5.89196014404297
arizona,2022,AZ,0,2023,1996,AZ,total,468025,31975,6.83190011978149
arizona,2022,AZ,0,2023,1998,AZ,AI,39890,3350,8.39809513092041
arizona,2022,AZ,0,2023,1998,AZ,AS,15045,385,2.55898976325989
arizona,2022,AZ,0,2023,1998,AZ,BL,32980,3030,9.18738651275635
arizona,2022,AZ,0,2023,1998,AZ,HI,230440,15790,6.8521089553833
arizona,2022,AZ,0,2023,1998,AZ,HP,0,0,
arizona,2022,AZ,0,2023,1998,AZ,MR,0,0,
arizona,2022,AZ,0,2023,1998,AZ,WH,396545,21130,5.32852506637573
arizona,2022,AZ,0,2023,1998,AZ,total,714905,43690,6.11130142211914
arizona,2022,AZ,0,2023,2000,AZ,AI,53565,6000,11.2013444900513
arizona,2022,AZ,0,2023,2000,AZ,AS,17825,400,2.24403929710388
arizona,2022,AZ,0,2023,2000,AZ,BL,39640,3275,8.26185703277588
arizona,2022,AZ,0,2023,2000,AZ,HI,293270,16760,5.71487045288086
arizona,2022,AZ,0,2023,2000,AZ,HP,0,0,
arizona,2022,AZ,0,2023,2000,AZ,MR,0,0,
arizona,2022,AZ,0,2023,2000,AZ,WH,451020,20490,4.54303598403931
arizona,2022,AZ,0,2023,2000,AZ,total,855315,46920,5.48569822311401
arizona,2022,AZ,0,2023,2002,AZ,AI,43500,3740,8.59770107269287
arizona,2022,AZ,0,2023,2002,AZ,AS,18585,435,2.34059715270996
arizona,2022,AZ,0,2023,2002,AZ,BL,38630,3695,9.56510448455811
arizona,2022,AZ,0,2023,2002,AZ,HI,288170,16115,5.59218502044678
arizona,2022,AZ,0,2023,2002,AZ,HP,0,0,
arizona,2022,AZ,0,2023,2002,AZ,MR,0,0,
arizona,2022,AZ,0,2023,2002,AZ,WH,397370,16450,4.13971853256226
arizona,2022,AZ,0,2023,2002,AZ,total,786265,40440,5.14330387115479
arizona,2022,AZ,0,2023,2004,AZ,AI,35080,3350,9.54960060119629
arizona,2022,AZ,0,2023,2004,AZ,AS,20720,585,2.82335901260376
arizona,2022,AZ,0,2023,2004,AZ,BL,43100,4830,11.2064962387085
arizona,2022,AZ,0,2023,2004,AZ,HI,332420,20320,6.11274909973145
arizona,2022,AZ,0,2023,2004,AZ,HP,0,0,
arizona,2022,AZ,0,2023,2004,AZ,MR,0,0,
arizona,2022,AZ,0,2023,2004,AZ,WH,390385,18160,4.65181827545166
arizona,2022,AZ,0,2023,2004,AZ,total,821705,47245,5.74963045120239
arizona,2022,AZ,0,2023,2006,AZ,AI,34260,3140,9.16520690917969
arizona,2022,AZ,0,2023,2006,AZ,AS,24330,655,2.69214963912964
arizona,2022,AZ,0,2023,2006,AZ,BL,46910,5680,12.1082925796509
arizona,2022,AZ,0,2023,2006,AZ,HI,356500,23495,6.59046268463135
arizona,2022,AZ,0,2023,2006,AZ,HP,0,0,
arizona,2022,AZ,0,2023,2006,AZ,MR,0,0,
arizona,2022,AZ,0,2023,2006,AZ,WH,387625,17775,4.58561754226685
arizona,2022,AZ,0,2023,2006,AZ,total,849630,50735,5.97142267227173
arizona,2022,AZ,0,2023,2010,AZ,AI,37615,3475,9.23833560943604
arizona,2022,AZ,0,2023,2010,AZ,AS,29350,760,2.58943772315979
arizona,2022,AZ,0,2023,2010,AZ,BL,54885,6935,12.6355104446411
arizona,2022,AZ,0,2023,2010,AZ,HI,388610,27785,7.14984178543091
arizona,2022,AZ,0,2023,2010,AZ,HP,10,0,
arizona,2022,AZ,0,2023,2010,AZ,MR,0,0,
arizona,2022,AZ,0,2023,2010,AZ,WH,394440,18190,4.61160135269165
arizona,2022,AZ,0,2023,2010,AZ,total,904910,57145,6.31499242782593
arizona,2022,AZ,0,2023,2012,AZ,AI,56525,6620,11.7116317749023
arizona,2022,AZ,0,2023,2012,AZ,AS,31435,970,3.08573246002197
arizona,2022,AZ,0,2023,2012,AZ,BL,58665,8430,14.3697261810303
arizona,2022,AZ,0,2023,2012,AZ,HI,461470,31320,6.78700685501099
arizona,2022,AZ,0,2023,2012,AZ,HP,4315,320,7.41599082946777
arizona,2022,AZ,0,2023,2012,AZ,MR,18045,1945,10.7786092758179
arizona,2022,AZ,0,2023,2012,AZ,WH,469300,22950,4.89026212692261
arizona,2022,AZ,0,2023,2012,AZ,total,1099755,72555,6.59737873077393
arizona,2022,AZ,0,2023,2014,AZ,AI,53140,5420,10.1994733810425
arizona,2022,AZ,0,2023,2014,AZ,AS,31230,770,2.46557807922363
arizona,2022,AZ,0,2023,2014,AZ,BL,56425,7555,13.3894548416138
arizona,2022,AZ,0,2023,2014,AZ,HI,481380,27745,5.76363801956177
arizona,2022,AZ,0,2023,2014,AZ,HP,4840,335,6.92148780822754
arizona,2022,AZ,0,2023,2014,AZ,MR,24230,1880,7.75897645950317
arizona,2022,AZ,0,2023,2014,AZ,WH,452410,18805,4.1566276550293
arizona,2022,AZ,0,2023,2014,AZ,total,1103655,62510,5.66390752792358
arizona,2022,AZ,0,2023,2018,AZ,AI,52310,4960,9.48193454742432
arizona,2022,AZ,0,2023,2018,AZ,AS,33625,520,1.54646837711334
arizona,2022,AZ,0,2023,2018,AZ,BL,61890,6985,11.2861528396606
arizona,2022,AZ,0,2023,2018,AZ,HI,516735,26820,5.1902813911438
arizona,2022,AZ,0,2023,2018,AZ,HP,4100,160,3.90243911743164
arizona,2022,AZ,0,2023,2018,AZ,MR,36865,1975,5.35738515853882
arizona,2022,AZ,0,2023,2018,AZ,WH,441155,18370,4.16406917572022
arizona,2022,AZ,0,2023,2018,AZ,total,1146675,59790,5.21420621871948
arizona,2022,AZ,0,2023,2020,AZ,AI,47995,615,1.2813835144043
arizona,2022,AZ,0,2023,2020,AZ,AS,32975,165,0.500379085540772
arizona,2022,AZ,0,2023,2020,AZ,BL,62050,2010,3.23932313919067
arizona,2022,AZ,0,2023,2020,AZ,HI,514200,7820,1.52080905437469
arizona,2022,AZ,0,2023,2020,AZ,HP,4155,90,2.16606497764587
arizona,2022,AZ,0,2023,2020,AZ,MR,41345,1020,2.467045545578
arizona,2022,AZ,0,2023,2020,AZ,WH,404955,8320,2.05454921722412
arizona,2022,AZ,0,2023,2020,AZ,total,1107675,20045,1.80964636802673
arkansas,2022,AR,0,2023,1972,AR,AI,175,0,
arkansas,2022,AR,0,2023,1972,AR,AS,435,5,1.14942526817322
arkansas,2022,AR,0,2023,1972,AR,BL,103230,6360,6.16099977493286
arkansas,2022,AR,0,2023,1972,AR,HI,460,5,1.08695650100708
arkansas,2022,AR,0,2023,1972,AR,HP,0,0,
arkansas,2022,AR,0,2023,1972,AR,MR,0,0,
arkansas,2022,AR,0,2023,1972,AR,WH,167750,3970,2.36661696434021
arkansas,2022,AR,0,2023,1972,AR,total,272050,10345,3.80260992050171
arkansas,2022,AR,0,2023,1974,AR,AI,825,5,0.60606062412262
arkansas,2022,AR,0,2023,1974,AR,AS,270,0,
arkansas,2022,AR,0,2023,1974,AR,BL,102215,7210,7.05375909805298
arkansas,2022,AR,0,2023,1974,AR,HI,590,10,1.69491529464722
arkansas,2022,AR,0,2023,1974,AR,HP,0,0,
